Название,Ссылка,Id,Автор,Дата подачи,Дата публикации
Безопасность огнестрельного оружия,https://yandex.ru/patents/doc/RU2000100029A_20011027,RU2000100029A,,1998.06.02,2001.10.27
Стреляющий механизм спортивно-охотничьего ружья,https://yandex.ru/patents/doc/SU1154525A1_19850507,SU1154525A1,,1983.08.15,1985.05.07
Патрон дистанционного электрошокового...,https://yandex.ru/patents/doc/RU2011132528A_20130210,RU2011132528A,,2011.08.02,2013.02.10
Бронебойный патрон стрелкового оружия,https://yandex.ru/patents/doc/RU2010130968A_20120127,RU2010130968A,,2010.07.23,2012.01.27
МЕХАНИЗМ ЗАТВОРА,https://yandex.ru/patents/doc/RU93516U1_20100427,RU93516U1,Трубчининов Олег Витальевич (RU),2009.08.13,2010.04.27
МЕХАНИЗМ ЗАТВОРА,https://yandex.ru/patents/doc/RU92721U1_20100327,RU92721U1,Трубчининов Олег Витальевич (RU),2009.08.13,2010.03.27
Травматический патрон для оружия...,https://yandex.ru/patents/doc/RU146085U1_20140927,RU146085U1,Фильковский Михаил Иосифович (RU),2014.06.09,2014.09.27
Способ создания автоматического оружия:...,https://yandex.ru/patents/doc/RU98112197A_20000227,RU98112197A,,1998.06.22,2000.02.27
Малогабаритный тепловизионный прицел стрелкового...,https://yandex.ru/patents/doc/RU2003102573A_20040727,RU2003102573A,,2003.01.30,2004.07.27
Пуля фролова для гладкоствольного оружия,https://yandex.ru/patents/doc/RU2000117237A_20020820,RU2000117237A,,2000.07.04,2002.08.20
Прицельное приспособление для охотничьего...,https://yandex.ru/patents/doc/RU97101804A_19980827,RU97101804A,,1997.02.10,1998.08.27
Сферический порох для охотничьих ружей,https://yandex.ru/patents/doc/SU1779685A1_19921207,SU1779685A1,,1990.04.02,1992.12.07
Система управления оружием,https://yandex.ru/patents/doc/RU2006104575A_20070920,RU2006104575A,,2006.02.14,2007.09.20
Пуля патрона для нарезного стрелкового...,https://yandex.ru/patents/doc/RU83607U1_20090610,RU83607U1,Зиновкин Вячеслав Иванович (RU),2008.12.31,2009.06.10
Способ выбора изображений для идентификации...,https://yandex.ru/patents/doc/RU2595181C2_20160820,RU2595181C2,Федоренко Владимир Александрович (RU),2014.10.17,2016.08.20
Принцип плазменно-электромагнитного оружия,https://yandex.ru/patents/doc/RU2020136045A_20210405,RU2020136045A,,2020.11.03,2021.04.05
Способ утилизации дымного ружейного пороха...,https://yandex.ru/patents/doc/RU2493536C2_20130920,RU2493536C2,Плющ Александр Андреевич (RU),2011.08.05,2013.09.20
Устройство унитарного бесшумного патрона...,https://yandex.ru/patents/doc/RU2005111260A_20061027,RU2005111260A,,2005.04.18,2006.10.27
Головка для очистки внутренней поверхности...,https://yandex.ru/patents/doc/RU74699U1_20080710,RU74699U1,Ван-Заам Иван Васильевич (RU),2008.02.15,2008.07.10
"Автоматика стрелковой системы ""Праща""",https://yandex.ru/patents/doc/RU2198367C2_20030210,RU2198367C2,Горянин В.Н.,1999.10.11,2003.02.10
Пуля для гладкоствольного охотничьего...,https://yandex.ru/patents/doc/RU2006133115A_20080327,RU2006133115A,,2006.09.14,2008.03.27
Ствол стрелкового оружия,https://yandex.ru/patents/doc/RU97105057A_19980620,RU97105057A,,1997.04.08,1998.06.20
СТВОЛ ОРУЖИЯ,https://yandex.ru/patents/doc/RU2008107022A_20090827,RU2008107022A,,2008.02.22,2009.08.27
Динамически уравновешенная система автоматики...,https://yandex.ru/patents/doc/RU2003111181A_20041220,RU2003111181A,,2003.04.14,2004.12.20
Снаряд для нарезного оружия,https://yandex.ru/patents/doc/RU2008128209A_20100120,RU2008128209A,,2008.07.10,2010.01.20
Запирающий механизм боевого стрелкового...,https://yandex.ru/patents/doc/RU2003122567A_20050110,RU2003122567A,,2003.07.17,2005.01.10
Устройство для защиты от пуль стрелкового...,https://yandex.ru/patents/doc/RU2001104738A_20030120,RU2001104738A,,2001.02.19,2003.01.20
Унитарный патрон огнестрельного оружия,https://yandex.ru/patents/doc/RU2005105010A_20060810,RU2005105010A,,2005.02.24,2006.08.10
Пиротехнический ударный состав для...,https://yandex.ru/patents/doc/RU97103612A_19981010,RU97103612A,,1997.03.18,1998.10.10
Пуля патрона стрелкового оружия,https://yandex.ru/patents/doc/RU2009118180A_20101120,RU2009118180A,,2009.05.13,2010.11.20
Способ наведения многоцелевого высокоточного...,https://yandex.ru/patents/doc/RU2399854C1_20100920,RU2399854C1,Шипунов Аркадий Георгиевич (RU),2009.08.17,2010.09.20
"Тактический оружейный ремень ""Долг М3""",https://yandex.ru/patents/doc/RU2521907C2_20140710,RU2521907C2,Харлампов Владимир Владимирович (RU),2012.04.27,2014.07.10
ОРУЖЕЙНЫЙ ПАТРОН,https://yandex.ru/patents/doc/RU2163709C1_20010227,RU2163709C1,Сагаков С.С.,1999.10.25,2001.02.27
Кронштейн для крепления дополнительных...,https://yandex.ru/patents/doc/RU2014135180A_20150327,RU2014135180A,,2014.08.28,2015.03.27
Пуля для стрелкового оружия,https://yandex.ru/patents/doc/RU2016138512A_20180402,RU2016138512A,,2016.09.29,2018.04.02
Способ изготовления гильз патронов стрелкового...,https://yandex.ru/patents/doc/RU2010110150A_20110927,RU2010110150A,,2010.03.17,2011.09.27
Сошка стрелкового оружия,https://yandex.ru/patents/doc/RU2000110471A_20020127,RU2000110471A,,2000.04.24,2002.01.27
Система действия огнестрельного оружия,https://yandex.ru/patents/doc/RU2013147626A_20150427,RU2013147626A,,2012.06.05,2015.04.27
Пуля спортивного патрона для нарезного...,https://yandex.ru/patents/doc/RU97115477A_19990410,RU97115477A,,1997.09.18,1999.04.10
Безгильзовый патрон для огнестрельного...,https://yandex.ru/patents/doc/RU99115423A_20010527,RU99115423A,,1999.07.15,2001.05.27
Способ изготовления гильзы патрона стрелкового...,https://yandex.ru/patents/doc/RU2176573C1_20011210,RU2176573C1,Соловов А.А.,2000.11.22,2001.12.10
Ручной десантный пулемет,https://yandex.ru/patents/doc/RU2198369C2_20030210,RU2198369C2,Ситов Г.В.,1999.11.23,2003.02.10
Пластинчатый пироксилиновый порох для...,https://yandex.ru/patents/doc/RU93021680A_19951127,RU93021680A,,1993.04.26,1995.11.27
Коробчатый магазин стрелкового оружия,https://yandex.ru/patents/doc/RU2014141233A_20160427,RU2014141233A,,2014.10.13,2016.04.27
Комбинированный двигатель автоматики стрелкового...,https://yandex.ru/patents/doc/RU131142U1_20130810,RU131142U1,Чирков Денис Викторович (RU),2013.03.12,2013.08.10
Пуля патрона охотничьего оружия,https://yandex.ru/patents/doc/RU93026491A_19960527,RU93026491A,,1993.05.14,1996.05.27
Запирающий механизм стрелкого оружия,https://yandex.ru/patents/doc/RU2002126096A_20040520,RU2002126096A,,2002.10.01,2004.05.20
Стрелково-гранатомётный комплекс,https://yandex.ru/patents/doc/RU2722254C1_20200528,RU2722254C1,Васильев Алексей Игоревич (RU),2019.12.26,2020.05.28
Сбалансированная автоматика стрелкового...,https://yandex.ru/patents/doc/RU2016149985A_20180620,RU2016149985A,,2016.12.19,2018.06.20
Ударно-спусковой механизм автоматического...,https://yandex.ru/patents/doc/RU2015103013A_20160820,RU2015103013A,,2015.01.26,2016.08.20
Прицельное приспособление стрелкового...,https://yandex.ru/patents/doc/RU2012116718A_20131027,RU2012116718A,,2012.04.24,2013.10.27
Оптико-электронный стрелковый тренажер...,https://yandex.ru/patents/doc/RU2211433C1_20030827,RU2211433C1,Афанасьев А.Н.,2002.07.17,2003.08.27
Способ получения гильз патронов стрелкового...,https://yandex.ru/patents/doc/RU2113309C1_19980620,RU2113309C1,Евдокимов А.К.,1996.03.26,1998.06.20
Ствол нарезного оружия,https://yandex.ru/patents/doc/RU2002123562A_20030120,RU2002123562A,,2002.09.04,2003.01.20
СТРЕЛКОВЫЙ ТРЕНАЖЕР,https://yandex.ru/patents/doc/RU2310150C2_20071110,RU2310150C2,Кривов Анатолий Евгеньевич (RU),2002.12.15,2007.11.10
УСТАНОВКА ОРУЖИЯ,https://yandex.ru/patents/doc/RU2015151815A_20170607,RU2015151815A,,2015.12.02,2017.06.07
Модель газобалонного оружия,https://yandex.ru/patents/doc/RU2007123512A_20081227,RU2007123512A,,2007.06.22,2008.12.27
Нарезной ствол спортивно-охотничьего ружья,https://yandex.ru/patents/doc/SU334468A1_19720330,SU334468A1,,1970.03.16,1972.03.30
Способ обезвреживания отходов ядохимикатов и...,https://yandex.ru/patents/doc/RU2003104993A_20040827,RU2003104993A,,2003.02.19,2004.08.27
"Тактический оружейный ремень ""Долг М2""",https://yandex.ru/patents/doc/RU2421675C1_20110620,RU2421675C1,Харлампов Владимир Владимирович (RU),2010.04.22,2011.06.20
